"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","M24C_1","M24C_2","M24IK1_1","M24IK1_2","P24C_1","P24C_2","P24IK1_1","P24IK1_2"
"43","ATP9A",683.997167234506,-3.29579794024664,0.237184051571975,-13.8955293090038,6.74232318392946e-44,2.99704105436344e-41,1536.15128712406,1298.15802627248,106.259684995879,110.350724089848,773.654638791451,1357.50916267961,155.704368953819,134.189444968904
"44","STK32B",715.087565659494,-2.61658271528869,0.191319971286472,-13.6764745347508,1.40333408525265e-42,6.09621084216342e-40,1279.54180693812,1521.44342302357,164.133263431135,225.012023339455,880.048570441889,1242.12088385184,190.173275058099,218.227279191854
"45","MYO5C",1695.25541233241,-2.46685251697771,0.180724084146351,-13.6498271861765,2.02357872669827e-42,8.59526306269128e-40,3669.65579041868,2684.96534157764,418.397509671274,600.894177270499,2366.93660288997,2772.03371019176,569.331242205184,479.828924434264
"46","BCL11A",4061.46388353232,-2.19402527801631,0.16111226305644,-13.6179905638078,3.13063491377914e-42,1.30084686395597e-39,8916.12775826412,8902.05079305159,1910.7768355509,2121.66509363371,3593.75058019255,5195.18756557485,1067.34750626358,784.804935727228
"47","FMNL1",2160.59262675596,2.12815118646281,0.156485270793159,13.5996900901669,4.02133790611246e-42,1.63540112207305e-39,829.423538415228,1181.80583441707,3989.48192328278,3917.45070518959,591.077398057985,661.106962224968,2809.81013898341,3304.58451347665
"48","SIGLEC10",130.070000032253,3.14335836071779,0.234218221465321,13.4206396968274,4.57744831303186e-41,1.8227780636519e-38,23.1369203446344,22.7163803146272,166.979504993524,154.318590719396,28.8971172383904,24.4351649282329,294.768576340053,325.307745379162
"49","MPO",139.250282651861,-5.32686780048804,0.398978278914109,-13.3512726933057,1.16442345639513e-40,4.54220202970132e-38,155.648373227541,267.055983210983,3.79498874985282,3.44846012780774,302.106225674081,359.739928110096,5.94291484556559,16.2653872689581
"50","AL356234.3",266.33734726058,-4.80035625708052,0.361469029084913,-13.2801315488439,3.01863395430355e-40,1.15396338805116e-37,1150.53594804682,779.55968543123,27.513668436433,36.2088313419813,42.0321705285678,88.2380955741744,1.18858296911312,5.42179575631937
"51","AL096816.1",136.773254560756,2.80229109243682,0.211262837462596,13.2644772080795,3.72006082666831e-40,1.39422044393996e-37,33.6537023194683,39.8921800647112,265.649212489698,296.567570991466,34.1511385544613,29.8652015789513,222.265015224153,172.14201526314
"52","CD96",500.668212291916,4.06322881196713,0.306385664300735,13.2618111269685,3.85472407570643e-40,1.41690761505871e-37,29.4469895295347,25.4866705968988,540.785896854028,591.410911919028,102.453415663384,89.595604736854,1955.21898419108,670.947224844522
"53","SLC43A3",1163.98437679584,-2.13335121283896,0.162391441907429,-13.1370913872116,2.01836929489657e-39,7.2790774910666e-37,2277.93497574901,1744.72881977466,371.908897485577,403.469834953506,1840.22096595386,1713.17656330166,438.587115602741,521.847841545739
"54","ACTN1",1914.48888831436,-2.20759135734862,0.168307484378515,-13.1164182359464,2.65174631503756e-39,9.38619982696815e-37,2263.21148098424,3160.34715401545,526.554689042079,586.238221727316,3553.031914993,3594.6842627756,966.317953888966,665.525429088202
"55","ERG",1679.16856271466,-3.36327082211416,0.258130522089899,-13.02934188055,8.33232275287164e-39,2.89570940178888e-36,2975.54818007965,2973.07553093389,313.086571862858,462.955772158189,2198.8079207757,4060.3099055747,186.60752615076,262.957094181489
"56","ABCA9",649.971185939771,-3.58485991692078,0.276878996136166,-12.9473884510828,2.43083624254785e-38,8.29696498929634e-36,2914.55084462562,1863.85130191234,185.005701555325,208.631837732368,13.1350532901774,12.2175824641165,2.37716593822624,0
"57","AC112482.3",154.182362110064,-6.05744049487686,0.471749355396256,-12.8403789546014,9.73965464630627e-38,3.26603085806137e-35,388.419814270529,579.54472705122,6.64123031224244,7.75903528756742,72.2427930959759,175.118681985669,2.37716593822624,1.35544893907984
"58","SPIB",163.001738726846,5.41943559224493,0.423009232568194,12.8116248417137,1.41147643367126e-37,4.65154492296423e-35,0.701118798322255,4.43246445163457,256.161740615066,242.254323978494,10.508042632142,21.7201466028737,330.426065413447,437.810007322789
"59","CTDSPL",702.830615156877,-2.66687778259354,0.208832159646059,-12.7704362542318,2.39806619170645e-37,7.7689215573351e-35,986.474149239413,1000.07479190005,108.157179370806,113.799184217655,1346.34296224319,1455.24982239254,338.746146197239,273.800685694128
"60","INPP4B",744.210887024589,-2.37246297127972,0.186262801048279,-12.7371807893342,3.67433758477959e-37,1.17052147659128e-34,1375.59508230826,1205.07627278815,300.752858425836,325.01736704588,1023.22065130482,1362.93919933032,169.967364583176,191.118300410258
"61","SPATA48",93.3992398022674,-4.67989143982785,0.368699807978045,-12.692958712109,6.46948069881186e-37,2.02717465700147e-34,265.724024564135,353.489040017857,10.4362190620953,13.793840511231,48.5996971736565,51.585348181825,3.56574890733936,0
"62","FLT3",1494.5416992168,-2.49243528319658,0.196430598508968,-12.6886304990961,6.83708346493892e-37,2.10780666691682e-34,3213.92857150922,2500.46400877835,349.13896498646,434.505976103775,2412.9092894056,2022.68865239261,555.068246575826,467.629883982545
"63","TCF7",1013.31187070361,3.86215840350765,0.306524377030531,12.5998409683513,2.11570661958014e-36,6.41898671851665e-34,149.33830404264,211.650177565551,1487.63558994231,1544.04802222592,74.8698037540114,99.0981688756113,1860.13234666203,2679.72255256085
"64","CMTM4",150.398081768123,-2.74985050180039,0.220364566012345,-12.478641877689,9.76378329018779e-36,2.91601490326015e-33,152.142779235929,150.149733299121,18.9749437492641,15.5180705751348,374.349018770057,359.739928110096,71.3149781467871,60.9952022585929
"65","ITGA6",2876.10357520791,-3.10556931931433,0.250375709316414,-12.4036366299002,2.49727197231255e-35,7.34351638135109e-33,9362.7404327954,8295.91127929056,1351.01599494761,1373.34924589943,838.016399913321,1582.85568368442,123.612628787764,81.3269363447905
"66","SPATS2L",3482.58911538324,-1.66304325196706,0.134160690144574,-12.3959056127017,2.75021032654488e-35,7.86013739137867e-33,7585.40427904848,7728.55582948133,2348.14928897144,2794.97693358817,2523.24373704309,3188.7890231344,782.087593676432,909.506238122574
"67","PECAM1",932.448509340541,-3.38635061348151,0.273186197426681,-12.395760274054,2.75520145036293e-35,7.86013739137867e-33,1808.1853808731,1663.28228547587,115.747156870511,130.179369824742,1589.34144811147,1726.75165492846,305.465823062072,120.634955578106
"68","SCD",2135.48964835505,-2.04829082641802,0.165553296943446,-12.3723952602268,3.68661086074586e-35,1.03626294106318e-32,4084.01700022714,4429.6941613523,937.362221213648,1287.13774270424,3043.39184733411,2144.86447703378,580.028488927202,577.421248048012
"69","HRH2",580.775282277992,-2.41994657605715,0.195883270309151,-12.3540237624066,4.63346696051182e-35,1.28353749975686e-32,987.876386836058,1364.64499304699,221.058094678927,302.602376215129,747.384532211096,787.355314354172,129.55554363333,105.725017248228
"70","ADCY6",1110.14462031301,-2.72550647335933,0.220952063355632,-12.335284097223,5.84822860527294e-35,1.59690059373124e-32,1630.80232489757,1708.16098804867,215.365611554148,193.113767157233,2429.98485868283,1897.79780942609,525.353672347999,280.577930389527
"71","CREG1",415.253688961416,-1.86561902184852,0.151310115723067,-12.3297706365055,6.26247259355875e-35,1.68592818525749e-32,457.12945650611,502.53065720407,132.824606244849,143.111095304021,919.453730312421,734.412457009667,240.09375976085,192.473749349337
"72","SLC4A8",175.591260924388,3.44096176667192,0.280296320528322,12.2761574614542,1.21639668036787e-34,3.22919529840993e-32,54.6872662691359,43.2165284034371,483.861065606235,324.155252013928,17.0755692772307,10.8600733014369,247.225257575529,223.649074948174
"73","NOS2",194.305433520606,-4.40257939742787,0.359789764400743,-12.2365332008838,1.98324194766934e-34,5.19283377914407e-32,22.4358015463122,29.9191350485334,1.89749437492641,2.58634509585581,609.466472664233,829.43809839724,35.6574890733936,23.0426319643573
"74","POU2AF1",4964.16706771591,2.44680140751843,0.200659618342191,12.1937907972387,3.35446389394225e-34,8.66448957686651e-32,1764.01489657879,2648.95156790811,9523.52426775566,11506.6493314625,824.881346623143,1143.02271497623,5134.67842656867,7167.6139898542
"75","SCPEP1",1053.19453361588,2.12795441789659,0.174751684964835,12.1770180260339,4.12074298728171e-34,1.0501850861187e-31,410.855615816842,348.502517509768,1305.47612994937,1298.34523811961,388.797577389252,377.387547224931,2321.30253867792,1974.88910423933
"76","EFR3B",629.773152747947,-2.29345657715786,0.188430801532928,-12.1713465022706,4.41734761254945e-34,1.11096292455619e-31,1416.25997261096,1433.90225010378,319.7278021751,397.435029729842,634.42307391557,633.956778971376,83.2008078379183,119.279506639026
"77","TBC1D4",1612.16744961108,-1.99268249776248,0.16417101993869,-12.1378456350374,6.65553646565669e-34,1.65212888317613e-31,3201.30843313942,2520.96415686716,584.428267477335,581.927646567556,2200.12142610472,2385.14359882807,732.167108973681,691.278958930719
"78","ANXA4",589.583209288,-1.74120631723236,0.143539421358147,-12.130509519666,7.27950905476661e-34,1.78385302657447e-31,1023.63344555049,1057.6968297713,270.392948427014,318.120446790264,774.968144120469,779.210259378094,285.259912587149,207.383687679216
"79","PIP4K2A",635.608583015449,1.71318291771228,0.141795107033188,12.0821017985571,1.31319456173227e-33,3.17726593075324e-31,315.503459245015,332.988891929047,1235.26883807709,1252.65314142616,261.387560474531,257.926740909125,701.26395177674,727.876080285875
"80","AC020743.2",138.556659410125,-5.634911263931,0.467218539576775,-12.0605472313563,1.70645280874937e-33,4.07714237330443e-31,471.852951270878,458.760070744178,14.2312078119481,7.75903528756742,43.3456758575856,111.315751339728,1.18858296911312,0
"81","NT5E",1293.10729717987,1.62742778016622,0.136001235249626,11.9662720502437,5.33733024704445e-33,1.25947815237046e-30,677.981877977621,778.451569318322,2020.83150929663,1954.41477743504,595.017914045038,491.418316890018,1870.82959338405,1955.91281909221
"82","SPN",4806.53673912692,-2.62915023026292,0.21979189094314,-11.9619983202341,5.6193131683493e-33,1.30984819390035e-30,6996.46448845779,10612.9820713825,1556.89413462712,2119.07874853786,7421.30510895026,7840.97292363741,1108.94791018254,795.648527239867
"83","METTL8",521.599573304299,-1.64980902731739,0.138313316740812,-11.9280562869373,8.45240468304335e-33,1.94649714592398e-30,799.976548885693,656.004738841917,219.160600304001,218.11510308384,897.124139719119,806.360442631686,309.031571969411,267.023440998729
"84","DEPP1",130.683465017095,-4.86862768592147,0.40828337049425,-11.9246289164992,8.80756001500992e-33,2.00413931103452e-30,132.511452882906,276.474970170706,2.84624156238962,9.48326535147129,206.220336655786,395.035166339766,10.6972467220181,12.1990404517186
"85","IQGAP3",766.235238254396,-1.83170350664573,0.15419368735941,-11.8792379766897,1.51744349642564e-32,3.41228411655055e-30,1396.62864625793,1367.41528332927,390.883841234841,331.052172269543,956.231879524918,1071.07472935421,251.979589451981,364.615764612477
"86","TIAM2",1389.96460690612,-1.86031150703515,0.157508865613894,-11.8108368045478,3.43129110783216e-32,7.62624398082604e-30,2710.52527431384,2453.92313203619,708.714149035015,846.5969613768,1989.96057346188,1528.55531717724,499.20484702751,382.236600820515
"87","GNB4",1406.9921966521,-1.78855029367645,0.15147664213844,-11.8074329376923,3.5730428676051e-32,7.85001624958665e-30,1838.33348920095,2057.77162167135,637.558109975275,678.484530146173,2385.32567749622,2459.80660277545,518.22217453332,680.43536741808
"88","PLVAP",467.069351200259,-3.83109494584052,0.325294065528506,-11.7773281219137,5.10868720015461e-32,1.10963008117904e-29,58.8939790590694,100.284508218232,3.79498874985282,2.58634509585581,1450.10988323559,1833.99487878015,177.098862397855,109.791364065467
"89","AMD1",1642.51243545576,-1.40855447131351,0.119689201254375,-11.768434048782,5.67684869776416e-32,1.21918298886589e-29,1757.70482739389,1693.75547858086,657.481800912002,708.658556264491,3350.75209432427,2776.1062376798,1169.56564160731,1026.07484688344
"90","NEDD4",364.436007901431,-1.84303362204051,0.15664055466025,-11.7660054641533,5.84260914174515e-32,1.24084034594796e-29,610.674473338684,501.976599147615,135.670847807238,147.421670463781,535.91017423924,627.169233157978,162.835866768497,193.829198288417
"91","CACNB3",274.142084819418,-2.20470991484734,0.187471625845299,-11.7602325413588,6.2561749024571e-32,1.314071726215e-29,405.947784228586,583.977191502855,111.952168120658,89.6599633230013,425.575726601749,386.890111363688,101.029552374615,88.1041810401897
"92","MAPKAPK2",991.332709677292,1.87223002555075,0.159638165666551,11.7279600259341,9.16406623642502e-32,1.90393437003291e-29,379.30526989234,506.963121655704,1745.6948249323,1756.12832008609,346.765406860684,461.553115311066,1243.25778569232,1490.99383298783
"93","SERPINB9P1",107.223428244193,2.91160391052442,0.249191461900082,11.6842041389519,1.53510705261612e-31,3.15505765631232e-29,21.7346827479899,28.2569608791704,237.186796865802,154.318590719396,28.8971172383904,21.7201466028737,175.910279428742,189.762851471178
"94","PTGIR",111.339035156989,-4.14020838939164,0.354704587096735,-11.6722719130286,1.76641979045679e-31,3.5918455185948e-29,141.625997261096,159.568720258845,6.64123031224244,9.48326535147129,313.927773635241,228.061539330174,27.3374082896017,4.06634681723952
"95","NCKAP5",408.706789319633,-4.37194010387485,0.376751775529877,-11.6042986067577,3.91887568783147e-31,7.88477788391692e-29,999.795406407536,813.357226874944,15.1799549994113,25.0013359266061,522.775120949062,765.635167751298,73.6921440850134,54.2179575631937
"96","RAI14",314.860914627651,-3.38507911033495,0.292663553781218,-11.5664525582351,6.09510042578926e-31,1.21355989102642e-28,254.506123790979,208.325829226825,9.48747187463206,14.6559555431829,824.881346623143,946.183886387686,121.235462849538,139.611240725224
"97","FZD1",110.384018677775,-2.85245563797007,0.246983458001181,-11.5491768600812,7.45308241320379e-31,1.46864141490698e-28,168.268511597341,224.947570920455,30.3599099988226,36.2088313419813,199.652810010697,183.263736961747,21.3944934440361,18.9762851471178
"98","ITGA9",248.534906485399,-3.39807920659287,0.294474272688407,-11.5394773729129,8.34305771094509e-31,1.62723678660209e-28,168.969630395664,134.6361077184,6.64123031224244,8.62115031951935,731.622468262884,734.412457009667,105.783884251068,97.5923236137486
"99","IL17RC",68.4072059464841,-4.39149413355085,0.383328103636706,-11.4562279464717,2.18839670655278e-30,4.22515299485352e-28,89.0420873869264,127.987411040948,7.58997749970565,4.31057515975968,147.112596849987,158.828572033514,8.32008078379183,4.06634681723952
"100","INAFM2",499.042131508024,-1.62966965064119,0.142424042778116,-11.4423774164315,2.56751890519066e-30,4.90755563538143e-28,638.018106473252,806.154472141038,210.621875616832,214.666642956032,795.984229384753,769.707695239337,279.316997741583,277.867032511367
"101","MYO7B",446.683321018929,2.41702938184448,0.211863381835742,11.4084338732892,3.79500525220703e-30,7.18195350402824e-28,150.740541639285,236.028732049541,1097.70049589493,836.251580993377,69.6157824379404,115.388278827767,543.182416884695,524.558739423899
"102","OAS3",195.027603502389,-3.59877204219001,0.315785463110843,-11.3962562010868,4.36488560471026e-30,8.17945327925802e-28,303.584439673537,359.0296205824,18.9749437492641,21.5528757987984,507.013057000849,266.071795885203,58.2405654865428,25.753529842517
"103","PIM1",1090.39805140292,2.35667746241994,0.206885632334003,11.3912089294594,4.62527419884305e-30,8.58325155695981e-28,329.52583521146,533.557908365512,2494.25635584077,2034.59147540657,241.684980539265,313.584616578989,1110.13649315165,1665.84674612912
"104","ATP1A1",2022.12832784123,-1.74866630960966,0.15470428466821,-11.3032829915473,1.26402435763439e-29,2.32313092036767e-27,3129.09319691223,2998.00814347433,663.174284036781,857.804456792176,3026.31627805688,3259.37949959374,1091.11916564584,1152.13159821787
"105","PSTPIP2",2315.3560903124,-2.7784183416168,0.246635048006218,-11.2653021704634,1.9468295500308e-29,3.54397143040844e-27,4705.90937433898,4603.1143330225,447.808672482633,525.89016949068,3585.86954821844,3263.45202708177,916.397469186215,474.407128677945
"106","DZIP3",521.910891842608,1.38174581908809,0.122860084739867,11.2464989912198,2.40968016043114e-29,4.34515345155479e-27,285.355350917158,259.299170420622,733.381575909058,730.211432063289,282.403645738815,333.947254019183,810.613584935147,740.075120737593
"107","RASGEF1B",234.757287850358,3.16883738848181,0.281842168684834,11.2433047306889,2.49850589042556e-29,4.46321884014898e-27,27.343633134568,19.3920319759013,134.722100619775,133.62782995255,56.480729147763,50.2278390191454,865.288401514351,590.975737438811
"108","ODC1",3565.7838877999,-1.17736621664606,0.104744623945839,-11.2403498365209,2.58356483281223e-29,4.57243131614565e-27,4939.38193418029,4553.24910794161,1989.52285211034,2256.15503861821,5482.57124332006,4808.29745421117,2222.65015224153,2274.44331977597
"109","WASF1",440.708689083156,-2.25231002183853,0.20178728215324,-11.1618036469122,6.27063040732139e-29,1.09960394133524e-26,599.456572565528,816.127517157216,185.954448742788,200.010687412849,769.714122804398,719.479856220191,122.424045818651,112.502261943627
"110","PDE1A",92.904404419483,-3.73770540532639,0.335246497839844,-11.1491258802411,7.23132413285656e-29,1.24636100205637e-26,267.126262160779,218.298874243003,12.3337134370217,13.793840511231,84.0643410571356,123.533333803844,11.8858296911312,12.1990404517186
"111","CLDN12",72.6219240632619,-3.42556424452739,0.307251824201325,-11.1490444472766,7.23794450289093e-29,1.24636100205637e-26,65.905167042292,70.9194312261532,5.69248312477924,5.17269019171161,215.41487395891,177.833700311028,23.7716593822624,16.2653872689581
